CoC Number,Year,County,CoC_Category_Largely Rural CoC,CoC_Category_Major City CoC,CoC_Category_Other Largely Urban CoC,Median_House_Values_5_year_lag1,Median_Rent_5_year_lag1,Median_Gross_Rent_5_year_lag1,Percentage_of_Households_with_Cost_Burden_5_year_lag1,Rental_Vacancy_Rates_5_year_lag1,Share_of_Single_Person_Households_5_year_lag1,Share_of_Renter_Occupied_Units_5_year_lag1,Unemployment Rate_lag1,Median Household Income_lag1,Poverty Rate_lag1,Labor Force_lag1,pct_change_total_homeless_per_10k,total_homeless_per_10k,total_homeless_per_10k_lag1
OR-501,2018,multnomah county,0.0,1.0,0.0,330900.0,957.0,1272.0,0.5114020415608372,2.9,0.32,0.46,3.6,63974.0,14.6,450620.0,-0.0021935545717785,49.39380332285587,49.50238951569197
OR-506,2012,washington county,0.0,0.0,0.0,300200.0,808.0,1227.0,0.4593752923722584,5.3,0.0,0.38,5.5,62488.0,13.0,321393.5,-0.4323580350608493,7.783839883530692,13.712587095926027
OR-506,2013,washington county,0.0,0.0,0.0,290900.0,839.0,1256.0,0.4650407987695195,5.2,0.0,0.38,7.1,63530.0,12.3,292667.0,0.2253877653403939,9.538222160647107,7.783839883530692
OR-506,2014,washington county,0.0,0.0,0.0,282400.0,852.0,1245.0,0.4703828771644747,4.5,0.0,0.39,6.2,63238.0,10.9,289282.0,0.0788512517670212,10.290322917646074,9.538222160647107
OR-506,2015,washington county,0.0,0.0,0.0,279100.0,879.0,1254.0,0.4804586241276171,4.0,0.0,0.39,5.5,66136.0,12.8,295034.0,-0.0478547374572678,9.797882216071615,10.290322917646074
OR-506,2016,washington county,0.0,0.0,0.0,285100.0,907.0,1262.0,0.4805348928256827,3.5,0.0,0.4,4.6,70447.0,10.6,301910.0,-0.0572791824897424,9.236667532604248,9.797882216071615
OR-506,2017,washington county,0.0,0.0,0.0,301600.0,959.0,1299.0,0.4750915663227443,2.9,0.0,0.4,4.0,75634.0,9.1,312711.0,-0.0544694433960267,8.733551393269142,9.236667532604248
OR-506,2018,washington county,0.0,0.0,0.0,331700.0,1041.0,1364.0,0.4673628929761876,2.5,0.24,0.39,3.4,80946.0,7.9,318470.0,0.008748581477733,8.809957579223127,8.733551393269142
OR-507,2012,clackamas county,0.0,0.0,0.0,326300.0,790.0,1293.0,0.4590981086369142,6.3,0.0,0.3,5.5,58055.0,11.0,321393.5,-0.3837103710074078,15.94280165763928,25.869008510981956
OR-507,2013,clackamas county,0.0,0.0,0.0,313100.0,830.0,1300.0,0.4717143180020341,5.9,0.0,0.31,8.0,64410.0,8.8,201578.0,-0.0185740820269101,15.646678751911528,15.94280165763928
OR-507,2014,clackamas county,0.0,0.0,0.0,300600.0,858.0,1302.0,0.4812804971444826,4.8,0.0,0.31,7.0,66758.0,9.4,198316.0,-0.213673325548095,12.303400869207875,15.646678751911528
OR-507,2015,clackamas county,0.0,0.0,0.0,295600.0,872.0,1280.0,0.4796725256779406,4.1,0.0,0.32,6.0,65316.0,9.2,202082.0,-0.0777903490771039,11.34631502075665,12.303400869207875
OR-507,2016,clackamas county,0.0,0.0,0.0,301000.0,894.0,1272.0,0.4745166589444421,2.9,0.0,0.32,5.0,69629.0,9.3,205321.0,0.0614426857793062,12.043463089330023,11.34631502075665
OR-507,2017,clackamas county,0.0,0.0,0.0,319100.0,949.0,1306.0,0.4690384042869902,3.0,0.0,0.31,4.3,74891.0,8.8,212188.0,-0.2356790457426413,9.205071201,12.043463089330023
OR-507,2018,clackamas county,0.0,0.0,0.0,341600.0,994.0,1360.0,0.4706410448239745,3.0,0.24,0.3,3.7,79878.0,8.3,216100.0,0.2235542420320495,11.262903916190604,9.205071201
PA-501,2012,dauphin county,0.0,0.0,0.0,157400.0,654.0,928.0,0.4069575408875392,8.7,0.0,0.35,5.5,51871.0,12.8,321393.5,0.0056192249805275,14.394490232046564,14.31405632914913
PA-501,2013,dauphin county,0.0,0.0,0.0,159100.0,676.0,941.0,0.4197827752966359,8.6,0.0,0.35,7.3,52228.0,13.4,140871.0,0.013454489500803,14.588160749743048,14.394490232046564
PA-501,2014,dauphin county,0.0,0.0,0.0,158800.0,690.0,942.0,0.4208298926507019,8.1,0.0,0.36,6.6,53816.0,14.1,140008.0,0.0094618501607215,14.726191740877637,14.588160749743048
PA-501,2015,dauphin county,0.0,0.0,0.0,159200.0,700.0,946.0,0.445388287,8.1,0.0,0.36,5.4,52975.0,13.6,139180.0,0.0742652831703116,15.81983654053422,14.726191740877637
PA-501,2016,dauphin county,0.0,0.0,0.0,159200.0,703.0,939.0,0.442116043,7.3,0.0,0.37,4.7,54232.0,14.1,141032.0,0.0546377720741653,16.68419716368648,15.81983654053422
PA-501,2017,dauphin county,0.0,0.0,0.0,161000.0,720.0,935.0,0.4403900752993457,6.6,0.0,0.37,4.7,60331.0,11.1,142302.0,-0.0374509412886493,16.05935827526101,16.68419716368648
PA-501,2018,dauphin county,0.0,0.0,0.0,163300.0,747.0,963.0,0.4369034733838433,6.4,0.31,0.36,4.6,61622.0,12.2,143691.0,-0.0647311954634837,15.019816815726973,16.05935827526101
PA-502,2012,delaware county,0.0,0.0,0.0,234700.0,792.0,1202.0,0.5012162162162163,7.3,0.0,0.29,5.5,60102.0,9.9,321393.5,-0.0974339897524949,9.71576926293612,10.764607965097008
PA-502,2013,delaware county,0.0,0.0,0.0,236600.0,812.0,1216.0,0.5121618927360936,7.9,0.0,0.29,7.5,61065.0,11.8,288959.0,-0.0693999918536298,9.041494955236606,9.71576926293612
PA-502,2014,delaware county,0.0,0.0,0.0,234100.0,826.0,1215.0,0.5076451077943616,8.8,0.0,0.29,6.8,64822.0,10.8,289499.0,-0.1448372575533796,7.731949621737419,9.041494955236606
PA-502,2015,delaware county,0.0,0.0,0.0,233400.0,839.0,1223.0,0.5094419414127942,8.3,0.0,0.3,5.6,62993.0,11.0,289872.0,-0.0679941602471407,7.206222200134185,7.731949621737419
PA-502,2016,delaware county,0.0,0.0,0.0,232700.0,843.0,1221.0,0.5139793370219851,7.9,0.0,0.3,5.0,67584.0,10.3,291616.0,0.1132067763772071,8.022015385269242,7.206222200134185
PA-502,2017,delaware county,0.0,0.0,0.0,233300.0,860.0,1225.0,0.5007862896755352,8.0,0.0,0.31,4.8,67950.0,10.9,294657.0,-0.0861817188823566,7.3306643104660285,8.022015385269242
PA-502,2018,delaware county,0.0,0.0,0.0,235200.0,879.0,1242.0,0.482794042,7.4,0.29,0.3,4.6,73854.0,9.7,297752.0,-0.0372191822865963,7.057822979212947,7.3306643104660285
PA-503,2012,luzerne county,0.0,0.0,0.0,116700.0,468.0,727.0,0.4165031397174254,5.9,0.0,0.31,5.5,42847.0,15.5,321393.5,-0.0703579539549191,5.154590866064986,5.544704962510942
PA-503,2013,luzerne county,0.0,0.0,0.0,119500.0,486.0,742.0,0.4187263257575757,4.9,0.0,0.32,9.6,42370.0,16.4,160422.0,0.1682861060602734,6.022036891248915,5.154590866064986
PA-503,2014,luzerne county,0.0,0.0,0.0,121000.0,508.0,754.0,0.4299174102904879,3.6,0.0,0.32,9.1,45190.0,16.4,160095.0,-0.0926685866496677,5.463983243784719,6.022036891248915
PA-503,2015,luzerne county,0.0,0.0,0.0,121700.0,520.0,765.0,0.4342184453164496,4.3,0.0,0.32,7.4,44311.0,16.0,158891.0,-0.0223932174250166,5.341627079,5.463983243784719
PA-503,2016,luzerne county,0.0,0.0,0.0,122700.0,534.0,769.0,0.4264511635726122,4.9,0.0,0.32,6.6,50301.0,15.4,158870.0,0.0264711802715413,5.483026252351556,5.341627079
PA-503,2017,luzerne county,0.0,0.0,0.0,123500.0,545.0,772.0,0.4211891997747913,5.3,0.0,0.32,6.2,46580.0,14.8,159199.0,-0.0526286907546397,5.194461759316975,5.483026252351556
PA-503,2018,luzerne county,0.0,0.0,0.0,124100.0,570.0,789.0,0.4048553030863741,5.5,0.31,0.32,6.0,51332.0,13.8,160069.0,-0.0053435300337639,5.166704996896827,5.194461759316975
PA-504,2012,montgomery county,0.0,0.0,0.0,297900.0,933.0,1448.0,0.447195415,7.8,0.0,0.26,5.5,76220.0,6.4,321393.5,0.1020604329777297,5.711640915044265,5.182693021299754
PA-504,2013,montgomery county,0.0,0.0,0.0,296000.0,956.0,1459.0,0.4495359488210919,8.4,0.0,0.27,6.2,76953.0,6.5,434779.0,-0.0612127569030042,5.362015628194408,5.711640915044265
PA-504,2014,montgomery county,0.0,0.0,0.0,292600.0,976.0,1462.0,0.4485907539860836,8.8,0.0,0.27,5.7,76919.0,6.8,434321.0,-0.0234255781734729,5.236407311928756,5.362015628194408
PA-504,2015,montgomery county,0.0,0.0,0.0,290800.0,999.0,1466.0,0.4583239454991758,8.3,0.0,0.27,4.7,79495.0,7.2,436059.0,-0.0750395754113544,4.843469530560711,5.236407311928756
PA-504,2016,montgomery county,0.0,0.0,0.0,292300.0,1012.0,1451.0,0.4617710277062616,7.3,0.0,0.27,4.2,83254.0,6.6,440961.0,-0.2252070813164572,3.7526858941379415,4.843469530560711
PA-504,2017,montgomery county,0.0,0.0,0.0,293800.0,1041.0,1450.0,0.4563793403280969,6.3,0.0,0.28,4.1,84113.0,6.2,448110.0,-0.0641553784748883,3.511930910302147,3.7526858941379415
PA-504,2018,montgomery county,0.0,0.0,0.0,299300.0,1076.0,1473.0,0.4556332609868972,5.8,0.26,0.28,3.9,87304.0,5.7,452286.0,-0.1569903530147581,2.960591636930372,3.511930910302147
PA-505,2012,chester county,0.0,0.0,0.0,333400.0,961.0,1589.0,0.4177041398087171,4.7,0.0,0.24,5.5,79160.0,7.2,321393.5,-0.0776264845698069,12.581751945166332,13.640625771109905
PA-505,2013,chester county,0.0,0.0,0.0,329700.0,983.0,1600.0,0.4290499179968122,4.7,0.0,0.24,5.5,82442.0,7.6,272534.0,0.0524323518464462,13.24144279,12.581751945166332
PA-505,2014,chester county,0.0,0.0,0.0,325200.0,1004.0,1583.0,0.4432659595757454,4.6,0.0,0.24,5.1,83633.0,7.0,272791.0,-0.1041861842836135,11.861867391300134,13.24144279
PA-505,2015,chester county,0.0,0.0,0.0,323600.0,1028.0,1573.0,0.453623125,5.2,0.0,0.25,4.2,85373.0,7.4,273535.0,-0.088893981568828,10.807418770046018,11.861867391300134
PA-505,2016,chester county,0.0,0.0,0.0,325800.0,1046.0,1536.0,0.4689297297297297,5.0,0.0,0.25,3.9,90503.0,5.7,277099.0,0.0298960441438898,11.130517838676816,10.807418770046018
PA-505,2017,chester county,0.0,0.0,0.0,331000.0,1066.0,1544.0,0.4639347101355154,5.1,0.0,0.25,3.8,92407.0,7.3,280799.0,-0.0035525015116527,11.090976657229438,11.130517838676816
PA-505,2018,chester county,0.0,0.0,0.0,338200.0,1100.0,1566.0,0.4581633306987375,5.0,0.23,0.25,3.7,96656.0,6.4,283555.0,-0.0931949553702465,10.057353582646494,11.090976657229438
PA-506,2012,berks county,0.0,0.0,0.0,174000.0,628.0,972.0,0.4711854643208602,5.6,0.0,0.27,5.5,52307.0,13.7,321393.5,0.3763707284515178,11.317442161341264,8.222669900916827
PA-506,2013,berks county,0.0,0.0,0.0,173400.0,643.0,990.0,0.4866739601033495,5.7,0.0,0.28,7.5,52022.0,14.6,211337.0,0.290067938936297,14.600269283112274,11.317442161341264
PA-506,2014,berks county,0.0,0.0,0.0,170600.0,659.0,997.0,0.4962703041851602,5.8,0.0,0.28,6.9,56043.0,14.4,210608.0,-0.0747259297889907,13.509250585762068,14.600269283112274
PA-506,2015,berks county,0.0,0.0,0.0,169200.0,673.0,1004.0,0.5024595439499816,6.1,0.0,0.28,5.6,56059.0,14.7,210766.0,-0.0702736190453942,12.559906656509456,13.509250585762068
PA-506,2016,berks county,0.0,0.0,0.0,168200.0,671.0,995.0,0.5014272784237276,7.0,0.0,0.28,5.0,56122.0,12.8,212576.0,0.017490308561062,12.779583299429945,12.559906656509456
PA-506,2017,berks county,0.0,0.0,0.0,169000.0,692.0,997.0,0.4988250075618325,7.2,0.0,0.28,4.9,59286.0,13.6,213541.0,0.0466782201811322,13.376111502503855,12.779583299429945
PA-506,2018,berks county,0.0,0.0,0.0,170900.0,709.0,1024.0,0.4892920602263162,7.2,0.25,0.28,4.7,61058.0,11.8,214414.0,0.0597250710461105,14.175000712311594,13.376111502503855
PA-510,2012,lancaster county,0.0,0.0,0.0,187300.0,677.0,970.0,0.4519135641759958,4.0,0.0,0.3,5.5,53387.0,10.9,321393.5,-0.0831248656072937,9.780966767371602,10.66771951869983
PA-510,2013,lancaster county,0.0,0.0,0.0,189600.0,700.0,992.0,0.4712566383888544,4.0,0.0,0.3,6.4,54776.0,11.8,268701.0,-0.0453159012372992,9.337733443336084,9.780966767371602
PA-510,2014,lancaster county,0.0,0.0,0.0,188200.0,720.0,1001.0,0.4888157339410821,4.0,0.0,0.31,5.8,56922.0,10.4,269657.0,-0.2456372494959114,7.044038283789022,9.337733443336084
PA-510,2015,lancaster county,0.0,0.0,0.0,187300.0,738.0,1017.0,0.4956794577090219,4.3,0.0,0.31,4.7,57403.0,10.4,272260.0,-0.0614820513576316,6.610956360259982,7.044038283789022
PA-510,2016,lancaster county,0.0,0.0,0.0,189200.0,752.0,1015.0,0.4878253430291863,4.1,0.0,0.31,4.2,59262.0,10.9,276030.0,-0.1056273694017846,5.912658430695723,6.610956360259982
PA-510,2017,lancaster county,0.0,0.0,0.0,191400.0,778.0,1020.0,0.4760320434136572,3.9,0.0,0.32,4.1,61335.0,11.0,278302.0,0.2632757215355821,7.469317845230583,5.912658430695723
PA-510,2018,lancaster county,0.0,0.0,0.0,193200.0,795.0,1035.0,0.4630441318417013,3.9,0.24,0.32,3.9,63407.0,10.0,281547.0,0.0352815077167971,7.732846640426296,7.469317845230583
PA-511,2012,bucks county,0.0,0.0,0.0,319600.0,928.0,1452.0,0.4915710042546359,8.7,0.0,0.22,5.5,70617.0,6.5,321393.5,-0.0151629081112873,7.193257796151687,7.304007795194345
PA-511,2013,bucks county,0.0,0.0,0.0,315600.0,957.0,1471.0,0.4922361488104742,8.8,0.0,0.22,7.0,75471.0,5.4,338069.0,0.091415652491791,7.850834151128557,7.193257796151687
PA-511,2014,bucks county,0.0,0.0,0.0,309900.0,964.0,1459.0,0.4947260503538968,9.1,0.0,0.22,6.4,73594.0,6.1,336073.0,-0.0112386370338254,7.762601475691262,7.850834151128557
PA-511,2015,bucks county,0.0,0.0,0.0,307600.0,986.0,1451.0,0.5033446400485115,7.5,0.0,0.23,5.3,77917.0,6.5,334887.0,0.0899774757324887,8.461060761591254,7.762601475691262
PA-511,2016,bucks county,0.0,0.0,0.0,308800.0,999.0,1442.0,0.4894182301239241,6.4,0.0,0.24,4.8,80575.0,6.1,337667.0,-0.0388289371655632,8.132526764925414,8.461060761591254
PA-511,2017,bucks county,0.0,0.0,0.0,311600.0,1004.0,1449.0,0.4846337855851578,6.2,0.0,0.23,4.6,79936.0,6.6,341375.0,-0.2229114138387575,6.319693725674353,8.132526764925414
PA-511,2018,bucks county,0.0,0.0,0.0,315700.0,1033.0,1463.0,0.4914100544904868,5.4,0.24,0.23,4.3,84749.0,6.1,343471.0,-0.0958258331953817,5.7141038088719815,6.319693725674353
PA-512,2013,york county,0.0,0.0,0.0,177200.0,636.0,1035.0,0.4498509472064622,4.5,0.0,0.25,7.3,55648.0,10.7,232732.0,0.0819191137770547,6.851879161892661,6.333078947068673
PA-512,2014,york county,0.0,0.0,0.0,174200.0,655.0,1037.0,0.4540152642442279,5.1,0.0,0.25,6.5,57065.0,11.0,231383.0,0.1369361605685604,7.790149187001967,6.851879161892661
PA-512,2015,york county,0.0,0.0,0.0,170900.0,671.0,1035.0,0.4680886439752025,4.4,0.0,0.25,5.5,58587.0,10.2,230355.0,0.055880077845539,8.22546333,7.790149187001967
PA-512,2016,york county,0.0,0.0,0.0,168400.0,681.0,1010.0,0.4728718103228498,4.7,0.0,0.26,4.8,58409.0,10.7,232599.0,-0.2150873791945224,6.456269979689651,8.22546333
PA-512,2017,york county,0.0,0.0,0.0,168300.0,699.0,1021.0,0.4748344061946077,4.9,0.0,0.26,4.6,62462.0,9.9,235082.0,0.1194913590602155,7.227738454022438,6.456269979689651
PA-512,2018,york county,0.0,0.0,0.0,170300.0,731.0,1050.0,0.4741611898996887,5.0,0.24,0.26,4.4,63519.0,9.5,236805.0,-0.0109911769213018,7.148297101933381,7.227738454022438
PA-600,2012,allegheny county,0.0,0.0,0.0,118700.0,572.0,828.0,0.4459908316365415,6.7,0.0,0.34,5.5,49759.0,13.6,321393.5,0.0823750127488731,12.11504092074311,11.19301607857237
PA-600,2013,allegheny county,0.0,0.0,0.0,120300.0,590.0,842.0,0.439960794,5.6,0.0,0.34,6.8,50884.0,12.8,651929.0,0.0545224503000887,12.775582637227869,12.11504092074311
PA-600,2014,allegheny county,0.0,0.0,0.0,122400.0,603.0,847.0,0.4386887631901028,4.9,0.0,0.34,6.3,51424.0,13.8,649327.0,-0.0941378231398386,11.572917098416118,12.775582637227869
PA-600,2015,allegheny county,0.0,0.0,0.0,124800.0,622.0,852.0,0.4408231118791252,4.6,0.0,0.35,5.4,52400.0,13.3,645856.0,-0.1848274994604908,9.433923769652308,11.572917098416118
PA-600,2016,allegheny county,0.0,0.0,0.0,129600.0,634.0,854.0,0.4359172627102262,4.5,0.0,0.35,5.0,54467.0,12.3,647736.0,-0.0076391503668332,9.361856607426692,9.433923769652308
PA-600,2017,allegheny county,0.0,0.0,0.0,134400.0,654.0,866.0,0.4292344625233396,4.4,0.0,0.35,5.1,56140.0,11.6,648493.0,-0.3135777507481503,6.426186669643121,9.361856607426692
PA-600,2018,allegheny county,0.0,0.0,0.0,140600.0,682.0,889.0,0.4288292017598327,4.8,0.36,0.35,4.8,58625.0,11.2,651933.0,-0.0095376366847433,6.364896035919724,6.426186669643121
PA-603,2012,beaver county,0.0,0.0,0.0,113600.0,450.0,747.0,0.4111482720178372,6.6,0.0,0.26,5.5,48901.0,12.2,321393.5,-0.1811929363291676,5.290538753196367,6.461276395782549
PA-603,2013,beaver county,0.0,0.0,0.0,114100.0,461.0,747.0,0.4222066587652193,5.3,0.0,0.26,7.4,47083.0,11.4,86713.0,0.060060884417997,5.608293189761028,5.290538753196367
PA-603,2014,beaver county,0.0,0.0,0.0,115400.0,465.0,743.0,0.4190673245265001,4.6,0.0,0.27,7.0,49937.0,10.6,86249.0,0.2670549834208546,7.106015834571951,5.608293189761028
PA-603,2015,beaver county,0.0,0.0,0.0,117300.0,477.0,744.0,0.4079732133514701,5.8,0.0,0.27,6.6,51222.0,11.4,85843.0,0.1010687614849679,7.824212054064708,7.106015834571951
PA-603,2016,beaver county,0.0,0.0,0.0,120100.0,484.0,738.0,0.4158880971232515,6.1,0.0,0.27,6.2,50128.0,13.5,85837.0,-0.2461043155914676,5.898639701456602,7.824212054064708
PA-603,2017,beaver county,0.0,0.0,0.0,123800.0,492.0,743.0,0.3946961208046529,6.5,0.0,0.27,6.1,55221.0,8.2,85443.0,0.204008791483232,7.102014058345777,5.898639701456602
PA-603,2018,beaver county,0.0,0.0,0.0,129200.0,503.0,758.0,0.3894007989347536,7.5,0.3,0.27,5.6,54923.0,11.0,85242.0,0.0564958469356104,7.503248357520634,7.102014058345777
SC-503,2011,horry county,1.0,0.0,0.0,98800.0,453.0,1206.0,0.3528590270773528,9.1,0.01,0.33,5.5,36457.0,20.4,321393.5,-0.6299657208211464,51.72077864569496,139.77293876791364
SC-503,2011,sumter county,1.0,0.0,0.0,170600.0,668.0,843.0,0.5059100930916217,34.7,0.0,0.29,5.5,38775.0,18.9,321393.5,1.612492133417243,135.12012734609263,51.72077864569496
SC-503,2012,horry county,1.0,0.0,0.0,100900.0,484.0,690.0,0.3640367529804845,7.9,0.01,0.34,5.5,42009.0,14.2,321393.5,-0.6177583432059004,51.648541343000176,135.12012734609263
SC-503,2012,sumter county,1.0,0.0,0.0,164000.0,674.0,849.0,0.5248812420345267,35.7,0.0,0.3,10.1,40353.0,20.0,132855.0,1.6788934824227963,138.3609407804075,51.648541343000176
SC-503,2013,horry county,1.0,0.0,0.0,105400.0,502.0,708.0,0.3694779116465863,7.5,0.01,0.34,10.4,39667.0,18.2,44784.0,-0.6814737951057365,44.07158537238314,138.3609407804075
SC-503,2013,sumter county,1.0,0.0,0.0,159600.0,677.0,848.0,0.5319702709737124,37.8,0.0,0.3,8.4,42075.0,19.3,133217.0,1.7690397427700408,122.0359714230117,44.07158537238314
SC-503,2014,horry county,1.0,0.0,0.0,107300.0,525.0,729.0,0.3954102206906664,7.9,0.01,0.35,8.5,39780.0,19.9,44323.0,-0.6504423167449326,42.65861144440959,122.0359714230117
SC-503,2014,sumter county,1.0,0.0,0.0,157700.0,676.0,831.0,0.511154192,37.8,0.0,0.31,7.2,43001.0,17.7,134144.0,1.8768049869743209,122.72050614067734,42.65861144440959
SC-503,2015,horry county,1.0,0.0,0.0,108300.0,530.0,733.0,0.4238326642721318,6.4,0.01,0.35,7.1,36633.0,24.1,44389.0,-0.665806944417207,41.01234092981988,122.72050614067734
SC-503,2015,sumter county,1.0,0.0,0.0,159700.0,685.0,830.0,0.5111225932774938,36.6,0.0,0.31,7.0,47541.0,16.8,137237.0,2.001433945398339,123.09583224701106,41.01234092981988
SC-503,2016,horry county,1.0,0.0,0.0,107100.0,540.0,742.0,0.4295754650007099,5.3,0.01,0.35,6.8,41169.0,18.5,44355.0,-0.7625774349200583,29.22572824273557,123.09583224701106
SC-503,2016,kershaw county,1.0,0.0,0.0,162100.0,706.0,843.0,0.4891183183820797,35.6,0.0,0.31,5.7,45621.0,15.5,139740.0,4.12436189187527,149.76320806937696,29.22572824273557
SC-503,2017,horry county,1.0,0.0,0.0,108900.0,538.0,732.0,0.4494041322896834,5.0,0.01,0.35,5.8,40614.0,21.2,44134.0,-0.651917630895861,31.730626737992772,149.76320806937696
SC-503,2017,kershaw county,1.0,0.0,0.0,166500.0,723.0,849.0,0.4685791624648373,33.9,0.28,0.3,4.9,45680.0,16.8,140661.0,4.246783144285889,166.4837175265276,31.730626737992772
SC-503,2017,sumter county,1.0,0.0,0.0,121200.0,510.0,687.0,0.3763581051716645,4.8,0.26,0.19,4.4,50010.0,14.7,28640.0,-0.3841820639927896,102.52365930599368,166.4837175265276
SC-503,2018,horry county,1.0,0.0,0.0,113200.0,549.0,736.0,0.4775022326028714,4.8,0.28,0.35,5.1,45585.0,18.8,43072.0,-0.682383843940098,32.56317057396472,102.52365930599368
SC-503,2018,kershaw county,1.0,0.0,0.0,172500.0,741.0,864.0,0.4664021093562734,32.1,0.29,0.29,4.2,49047.0,14.5,142044.0,4.32044597376448,173.2505897732566,32.56317057396472
SC-503,2018,sumter county,1.0,0.0,0.0,124700.0,523.0,720.0,0.3985098216301648,5.5,0.25,0.18,3.5,51467.0,15.1,28269.0,-0.3764020202209499,108.03871777813175,173.2505897732566
TN-501,2012,shelby county,0.0,1.0,0.0,136200.0,614.0,968.0,0.531218375,14.6,0.0,0.39,5.5,44391.0,21.2,321393.5,-0.1240313166800843,19.330150670860544,22.06717093766343
TN-501,2013,shelby county,0.0,1.0,0.0,135500.0,622.0,977.0,0.5389660465492042,13.8,0.0,0.4,8.8,44694.0,21.7,445583.0,-0.076992768877902,17.841868847883955,19.330150670860544
TN-501,2014,shelby county,0.0,1.0,0.0,132700.0,632.0,971.0,0.5344756252407515,12.8,0.0,0.41,8.8,45226.0,21.8,440270.0,-0.08883985127721,16.256799872930458,17.841868847883955
TN-501,2015,shelby county,0.0,1.0,0.0,131700.0,644.0,973.0,0.5332809441089695,11.9,0.0,0.42,7.6,43938.0,22.9,430546.0,0.0984849381914294,17.857849803606452,16.256799872930458
TN-501,2016,shelby county,0.0,1.0,0.0,130800.0,645.0,953.0,0.5223601646312664,10.6,0.0,0.43,6.4,47083.0,20.1,430892.0,-0.1477463981338406,15.219416816708486,17.857849803606452
TN-501,2017,shelby county,0.0,1.0,0.0,132200.0,659.0,954.0,0.5077094665988338,10.0,0.0,0.44,5.4,47690.0,20.8,434502.0,-0.1391526922855539,13.101593991647466,15.219416816708486
TN-501,2018,shelby county,0.0,1.0,0.0,135700.0,678.0,960.0,0.4965163016304877,9.8,0.31,0.44,4.4,49647.0,18.8,437734.0,0.0791336056077074,14.138370363414806,13.101593991647466
TN-502,2012,knox county,0.0,0.0,0.0,154900.0,583.0,829.0,0.4545999800073306,5.1,0.0,0.33,5.5,44580.0,14.2,321393.5,0.1541046281167581,22.33357773569459,19.351432436535685
TN-502,2013,knox county,0.0,0.0,0.0,156800.0,599.0,846.0,0.4614962649844307,5.1,0.0,0.34,6.2,46196.0,16.1,230548.0,-0.1407036109158039,19.191162703613557,22.33357773569459
TN-502,2014,knox county,0.0,0.0,0.0,157400.0,613.0,862.0,0.4691818903891978,5.3,0.0,0.35,6.3,49165.0,16.5,227983.0,-0.0959924739590034,17.348955517543935,19.191162703613557
TN-502,2015,knox county,0.0,0.0,0.0,158400.0,625.0,857.0,0.4612551883406672,5.3,0.0,0.35,5.5,46860.0,17.8,226266.0,-0.0547695079731492,16.39876176,17.348955517543935
TN-502,2016,knox county,0.0,0.0,0.0,160700.0,634.0,851.0,0.4453603499884872,5.6,0.0,0.36,4.6,52229.0,15.7,228904.0,0.0720983349005286,17.58108517732646,16.39876176
TN-502,2017,knox county,0.0,0.0,0.0,164700.0,649.0,851.0,0.4373544552028435,5.3,0.0,0.36,4.0,52102.0,14.9,233831.0,-0.0917187471398012,15.968570071503947,17.58108517732646
TN-502,2018,knox county,0.0,0.0,0.0,169400.0,668.0,872.0,0.43127694,5.5,0.3,0.36,3.2,55266.0,13.9,237653.0,0.0652142688778787,17.009948693742253,15.968570071503947
TX-500,2012,bexar county,0.0,1.0,0.0,121200.0,657.0,889.0,0.4567163389705007,9.7,0.0,0.38,5.5,46704.0,17.9,321393.5,-0.2022644102496668,16.395156276649004,20.552118380201872
TX-500,2013,bexar county,0.0,1.0,0.0,122600.0,671.0,905.0,0.4604628055283118,9.6,0.0,0.39,6.3,49874.0,19.2,838357.0,-0.049535036075743,15.583021619017751,16.395156276649004
TX-500,2014,bexar county,0.0,1.0,0.0,123700.0,693.0,914.0,0.4562846459146521,8.6,0.0,0.4,5.9,49769.0,17.3,852897.0,-0.0224100418054351,15.233805453080564,15.583021619017751
TX-500,2015,bexar county,0.0,1.0,0.0,126100.0,714.0,928.0,0.4564280099411629,7.6,0.0,0.41,4.7,50760.0,18.4,865150.0,-0.0534743076825943,14.41918825310575,15.233805453080564
TX-500,2016,bexar county,0.0,1.0,0.0,129400.0,727.0,930.0,0.4534866526577943,7.2,0.0,0.42,3.8,52286.0,15.5,879163.0,-0.0287207208619985,14.005058772231692,14.41918825310575
TX-500,2017,bexar county,0.0,1.0,0.0,134400.0,751.0,949.0,0.4534189907191683,7.3,0.0,0.42,3.8,53210.0,16.2,905846.0,0.102293523133395,15.43768557573353,14.005058772231692
TX-500,2018,bexar county,0.0,1.0,0.0,142300.0,786.0,978.0,0.4608024024209486,7.7,0.27,0.41,3.6,54175.0,15.7,917323.0,-0.0714587705370974,14.334527544553328,15.43768557573353
TX-600,2012,dallas county,0.0,1.0,0.0,129300.0,700.0,993.0,0.4654316757772552,11.0,0.0,0.46,5.5,47326.0,20.1,321393.5,-0.0921898382135424,12.752330233343857,14.047353477789736
TX-600,2013,dallas county,0.0,1.0,0.0,129100.0,711.0,995.0,0.4633630735661319,10.4,0.0,0.47,7.1,47301.0,19.4,1220310.0,0.0940733893287049,13.951985160233429,12.752330233343857
TX-600,2014,dallas county,0.0,1.0,0.0,128300.0,728.0,993.0,0.4601814454251937,9.7,0.0,0.47,6.6,47810.0,19.6,1232512.0,-0.1183105829488752,12.301317662632156,13.951985160233429
