CoC Number,County,Year,SSDI Participation Rate (Percent),Unemployment Rate,HPI with 2000 base,HPI,Year,Estimate Total Asian alone,Share_of_Single_Person_Households_1_year,Share_of_Single_Person_Households_5_year,Median_House_Values_1_year,Total Civilian Noninstitutionalized Population Estimate Population Age 16 and Over,Blind and disabled,Overall Homeless - Multiple Races,CoC_Category_Largely Rural CoC,CoC_Category_Largely Suburban CoC,CoC_Category_Major City CoC,CoC_Category_Other Largely Urban CoC,total_homeless_per_10k_lag1,total_sheltered_homeless_per_10k_lag1,unsheltered_homeless_per_10k_lag1,Median_House_Values_5_year_lag1,Median_Rent_5_year_lag1,Median_Gross_Rent_5_year_lag1,Percentage_of_Households_with_Cost_Burden_5_year_lag1,Rental_Vacancy_Rates_5_year_lag1,Share_of_Single_Person_Households_5_year_lag1,Share_of_Renter_Occupied_Units_5_year_lag1,Unemployment Rate_lag1,Median Household Income_lag1,Poverty Rate_lag1,Labor Force_lag1,pct_change_total_homeless_per_10k,target_class
IL-511,cook county,2016,2.592334488014545,6.2,126.92,541.07,2016,0.07,0.0,0.0,234400.0,4124082.0,131983.0,34,0,1,0,0,1.8295381626863003,1.6181419464095217,0.2113962162767783,218700.0,863.0,1179.0,0.4886280123618449,66.0,0.0,0.43,6.3,56851.0,16.1,2647903.0,-0.18189294429934455,0
IL-511,cook county,2017,2.5198621665754666,5.1,131.0,558.47,2017,0.07,0.33,0.33,247600.0,4150227.0,129829.0,28,0,1,0,0,1.496758079567276,1.3202173830029305,0.1765406965643453,219800.0,883.0,1187.0,0.4795389620976374,60.0,0.0,0.43,6.2,60046.0,14.9,2664757.0,0.12587854016091615,1
IL-511,cook county,2018,2.456991150956858,4.2,134.23,572.22,2018,0.08,0.33,0.33,255900.0,4129034.0,126827.0,21,0,1,0,0,1.685167801597261,1.5075785258275611,0.1775892757696999,227400.0,911.0,1208.0,0.4760204601399231,61.0,0.33,0.43,5.1,61405.0,14.4,2689206.0,0.033528396014441464,1
IL-514,dupage county,2013,1.808110668,7.4,151.52,559.69,2013,0.11,0.0,0.0,271300.0,731703.0,5838.0,0,0,1,0,0,7.134228634326261,6.823111896889476,0.3111167374367843,298500.0,970.0,1536.0,0.4565737906059776,72.0,0.0,0.25,7.5,78268.0,7.2,508341.0,-0.0171550212541437,0
IL-514,dupage county,2014,1.7792140964941177,5.8,151.52,559.69,2014,0.11,0.0,0.0,279200.0,734594.0,5809.0,0,0,1,0,0,7.0118407904724736,6.7009181866136025,0.3109226038588711,286500.0,986.0,1508.0,0.4555305949041472,67.0,0.0,0.26,7.4,76195.0,6.8,511692.0,0.026391680716306487,1
IL-514,dupage county,2015,1.7652891127167276,4.8,151.52,559.69,2015,0.11,0.0,0.0,293500.0,737273.0,5670.0,36,0,1,0,0,7.1968950538481975,6.875605096087117,0.3212899577610802,279700.0,1003.0,1486.0,0.4513820363628115,58.0,0.0,0.26,5.8,80015.0,7.9,510658.0,-0.17022547273292943,0
IL-514,dupage county,2016,1.734086764134302,4.8,151.52,559.69,2016,0.12,0.0,0.0,300000.0,735834.0,5724.0,19,0,1,0,0,5.971800191097606,5.649000180768006,0.3228000103296004,278500.0,1029.0,1463.0,0.4423444041306168,48.0,0.0,0.26,4.8,81559.0,7.1,511797.0,-0.4040909142765665,0
IL-514,dupage county,2017,1.73141743,4.0,151.52,559.69,2017,0.12,0.24,0.25,308800.0,737546.0,5696.0,5,0,1,0,0,3.558649992,3.397381865721707,0.1612681265374228,283500.0,1073.0,1453.0,0.439345762,48.0,0.0,0.27,4.8,84908.0,7.0,516779.0,-0.10728423192991166,0
IL-514,dupage county,2018,1.6849736409393017,3.2,151.52,559.69,2018,0.12,0.24,0.25,317800.0,737697.0,5718.0,7,0,1,0,0,3.176862960900894,3.015327556109323,0.1615354047915708,289900.0,1118.0,1479.0,0.4402711595813753,47.0,0.25,0.27,4.0,89521.0,6.0,522426.0,0.053890452713151626,1
IL-517,kane county,2013,2.7993819659039616,8.6,100.87,399.75,2013,0.04,0.0,0.0,201700.0,780155.0,22795.0,0,0,1,0,0,8.612738068,7.734276978781345,0.8784610889480047,233800.0,847.0,1494.0,0.5250852411105699,67.0,0.0,0.24,9.0,64638.0,12.1,266912.0,-0.10823367053071642,0
IL-517,kane county,2014,2.7993819659039616,6.9,106.14,420.64,2014,0.04,0.0,0.0,218000.0,780155.0,22795.0,0,0,1,0,0,7.680549813580729,6.808191069322177,0.872358744,223100.0,854.0,1456.0,0.5220218670350874,63.0,0.0,0.25,8.6,72108.0,10.7,265252.0,-0.048365785431141894,0
IL-517,kane county,2015,2.7993819659039616,5.8,110.85,439.31,2015,0.04,0.0,0.0,229000.0,780155.0,22795.0,21,0,1,0,0,7.3090739893038865,7.045344515463024,0.2637294738408618,216000.0,864.0,1413.0,0.5122191204063887,54.0,0.0,0.26,6.9,72541.0,10.6,265695.0,-0.08654515717522115,0
IL-517,kane county,2016,2.7993819659039616,5.5,115.44,457.51,2016,0.04,0.0,0.0,232700.0,780155.0,22795.0,15,0,1,0,0,6.676509032094261,6.413210084349699,0.2632989477445624,213200.0,869.0,1362.0,0.4928251711427067,48.0,0.0,0.26,5.8,70359.0,11.1,268642.0,0.008485550187260271,1
IL-517,kane county,2017,2.7993819659039616,4.8,120.12,476.03,2017,0.04,0.22,0.21,237200.0,780155.0,22795.0,11,0,1,0,0,6.733162884561793,6.265582128689446,0.4675807558723466,215800.0,890.0,1347.0,0.490577364,49.0,0.0,0.27,5.5,73347.0,10.8,271322.0,0.19545282759394533,1
IL-517,kane county,2018,2.7993819659039616,4.9,124.37,492.86,2018,0.04,0.21,0.21,246000.0,780155.0,22795.0,13,0,1,0,0,8.049178609,7.581203108854845,0.4679755005465954,223400.0,921.0,1359.0,0.4722080245336059,39.0,0.21,0.27,4.8,75628.0,9.2,269864.0,-0.09460171565190323,0
KS-505,johnson county,2013,2.7993819659039616,4.3,119.38,384.9,2013,0.05,0.0,0.0,214900.0,780155.0,22795.0,0,0,1,0,0,3.757057712,3.457198646048122,0.2998590662388677,211900.0,761.0,1259.0,0.401604424,57.0,0.0,0.29,4.6,73227.0,6.8,311453.0,-0.22598217344364746,0
KS-505,johnson county,2014,2.7993819659039616,3.8,124.47,401.31,2014,0.04,0.0,0.0,221400.0,780155.0,22795.0,0,0,1,0,0,2.9080296444890226,2.786136186336788,0.1218934581522344,210900.0,773.0,1245.0,0.4058267155838325,52.0,0.0,0.3,4.3,73737.0,5.9,314912.0,0.031343616900066484,1
KS-505,johnson county,2015,2.7993819659039616,3.4,130.45,420.61,2015,0.05,0.0,0.0,230900.0,780155.0,22795.0,9,0,1,0,0,2.9991778115999232,2.6027347675378647,0.3964430440620588,212300.0,778.0,1226.0,0.4135945050603288,51.0,0.0,0.3,3.8,75679.0,6.5,321300.0,-0.12714699719082068,0
KS-505,johnson county,2016,2.7993819659039616,3.2,138.59,446.83,2016,0.05,0.0,0.0,242900.0,780155.0,22795.0,13,0,1,0,0,2.617841358813656,2.4467406164075345,0.1711007424061213,215600.0,792.0,1208.0,0.3914263957117047,45.0,0.0,0.3,3.4,82892.0,5.3,325565.0,-0.15999520797259636,0
KS-505,johnson county,2017,2.7993819659039616,3.0,148.62,479.17,2017,0.05,0.26,0.26,255200.0,780155.0,22795.0,13,0,1,0,0,2.198999286171001,1.9114378410563315,0.2875614451146693,222400.0,818.0,1211.0,0.3903512594787762,42.0,0.0,0.31,3.2,80553.0,5.6,329826.0,0.2785164159333904,1
KS-505,johnson county,2018,2.7993819659039616,2.9,159.12,513.02,2018,0.05,0.26,0.26,277300.0,780155.0,22795.0,13,0,1,0,0,2.8114566859954317,2.1755319594012263,0.6359247265942047,232500.0,849.0,1226.0,0.3880986895928121,41.0,0.26,0.31,3.0,82855.0,5.3,335466.0,0.11594996522250112,1
MD-503,anne arundel county,2013,2.7993819659039616,5.6,170.09,667.12,2013,0.04,0.0,0.0,329300.0,780155.0,22795.0,0,0,1,0,0,7.1975715393626185,5.668087587248063,1.529483952114557,349800.0,1234.0,1681.0,0.4678591062593261,5.3,0.0,0.26,5.9,89179.0,5.7,293879.0,-0.047523927409675926,0
MD-503,anne arundel county,2014,2.7993819659039616,5.0,174.52,684.51,2014,0.04,0.0,0.0,336000.0,780155.0,22795.0,0,0,1,0,0,6.855514672,5.945016629978952,0.9104980424292088,340000.0,1265.0,1678.0,0.4721015055098556,4.8,0.0,0.26,5.6,86230.0,7.1,296534.0,-0.13388510117673247,0
MD-503,anne arundel county,2015,2.7993819659039616,4.3,178.22,699.0,2015,0.04,0.0,0.0,345900.0,780155.0,22795.0,12,0,1,0,0,5.937663396520706,5.0868937158252026,0.8507696806955042,333100.0,1304.0,1682.0,0.4570806352143077,4.7,0.0,0.26,5.0,87217.0,6.1,297403.0,0.155676348299709,1
MD-503,anne arundel county,2016,2.7993819659039616,3.7,181.94,713.61,2016,0.04,0.0,0.0,359600.0,780155.0,22795.0,14,0,1,0,0,6.862017151523896,5.947081531320709,0.914935620203186,334100.0,1322.0,1656.0,0.4535806012992899,4.5,0.0,0.26,4.3,91230.0,5.6,300799.0,-0.04412006263149337,0
MD-503,anne arundel county,2017,2.7993819659039616,3.4,186.66,732.12,2017,0.04,0.25,0.25,360200.0,780155.0,22795.0,23,0,1,0,0,6.55926452502028,4.587996197022163,1.971268327998116,338500.0,1348.0,1659.0,0.4406893715652921,4.8,0.0,0.26,3.7,96483.0,6.9,303234.0,-0.03132055693692959,0
MD-503,anne arundel county,2018,2.7993819659039616,3.2,192.59,755.37,2018,0.04,0.25,0.24,371400.0,780155.0,22795.0,24,0,1,0,0,6.353824707,4.860849502891337,1.4929752044594822,346000.0,1403.0,1688.0,0.4414888581760351,5.5,0.25,0.26,3.4,97085.0,5.8,313685.0,-0.17942615974579146,0
MD-504,howard county,2013,2.7993819659039616,4.8,175.41,642.52,2013,0.16,0.0,0.0,425900.0,780155.0,22795.0,0,0,1,0,0,6.369426751592356,4.563661435419266,1.8057653161730909,435300.0,1278.0,1902.0,0.4530661943767987,5.8,0.0,0.26,4.9,108844.0,4.5,168338.0,-0.13703909675249937,0
MD-504,howard county,2014,2.7993819659039616,4.3,180.61,661.59,2014,0.16,0.0,0.0,443300.0,780155.0,22795.0,0,0,1,0,0,5.496566262722934,4.785245922841143,0.7113203398817914,428100.0,1324.0,1911.0,0.4621365543179517,4.2,0.0,0.26,4.8,109476.0,4.5,171324.0,-0.036396812485195995,0
MD-504,howard county,2015,2.7993819659039616,3.7,182.08,666.95,2015,0.18,0.0,0.0,441000.0,780155.0,22795.0,7,0,1,0,0,5.2965087711461525,3.924521559343233,1.3719872118029188,426300.0,1375.0,1898.0,0.46132443,3.4,0.0,0.27,4.3,107490.0,6.1,173385.0,0.27363715294360635,1
MD-504,howard county,2016,2.7993819659039616,3.2,185.26,678.61,2016,0.18,0.0,0.0,445400.0,780155.0,22795.0,14,0,1,0,0,6.745830351823424,6.462127206185989,0.2837031456374336,429100.0,1403.0,1885.0,0.4480598151545571,3.6,0.0,0.27,3.7,110892.0,4.5,176684.0,-0.2244389701694961,0
MD-504,howard county,2017,2.7993819659039616,3.0,188.96,692.16,2017,0.19,0.23,0.21,444500.0,780155.0,22795.0,12,0,1,0,0,5.231803134722045,3.5812938124585427,1.6505093222635023,434700.0,1448.0,1886.0,0.4277646575623781,4.6,0.0,0.27,3.2,120941.0,4.7,179120.0,-0.006445005507493939,0
MD-504,howard county,2018,2.7993819659039616,2.9,192.4,704.77,2018,0.18,0.2,0.21,476600.0,780155.0,22795.0,11,0,1,0,0,5.198084134704637,3.8676221240361888,1.330462010668449,439900.0,1485.0,1908.0,0.4239958981370705,4.9,0.21,0.26,3.0,111473.0,6.3,186139.0,0.18726681375365728,1
MD-505,baltimore county,2012,3.0995993350340525,7.2,153.79,520.65,2012,0.05,0.0,0.0,243600.0,652665.0,35613.0,0,0,1,0,0,9.786471426561707,6.385672605831513,3.400798820730193,263900.0,943.0,1264.0,0.4815513011187632,5.7,0.0,0.34,7.2,62444.0,9.7,440412.0,0.0,0
MD-505,baltimore county,2012,3.759202653735071,7.2,153.79,520.65,2012,0.05,0.0,0.0,243600.0,652665.0,13235.0,0,0,1,0,0,9.786471426561707,6.385672605831513,3.400798820730193,263900.0,943.0,1264.0,0.4815513011187632,5.7,0.0,0.34,7.2,62444.0,9.7,440412.0,0.0,0
MD-505,baltimore county,2012,3.759202653735071,7.2,153.79,520.65,2012,0.05,0.0,0.0,243600.0,652665.0,35613.0,0,0,1,0,0,9.786471426561707,6.385672605831513,3.400798820730193,263900.0,943.0,1264.0,0.4815513011187632,5.7,0.0,0.34,7.2,62444.0,9.7,440412.0,0.1409894488557315,1
MD-505,baltimore county,2013,3.1445489672903086,6.8,155.64,526.93,2013,0.05,0.0,0.0,236800.0,658123.0,13604.0,0,0,1,0,0,11.166260639235007,5.637807330364574,5.528453308870434,263900.0,943.0,1264.0,0.4815513011187632,5.7,0.0,0.34,7.2,62444.0,9.7,440412.0,0.0,0
MD-505,baltimore county,2013,3.1445489672903086,6.8,155.64,526.93,2013,0.05,0.0,0.0,236800.0,658123.0,36090.0,0,0,1,0,0,11.166260639235007,5.637807330364574,5.528453308870434,253300.0,962.0,1260.0,0.4857153740667377,6.0,0.0,0.33,6.8,64795.0,9.6,442142.0,0.0,0
MD-505,baltimore county,2013,3.8077988461123526,6.8,155.64,526.93,2013,0.05,0.0,0.0,236800.0,658123.0,13604.0,0,0,1,0,0,11.166260639235007,5.637807330364574,5.528453308870434,253300.0,962.0,1260.0,0.4857153740667377,6.0,0.0,0.33,6.8,64795.0,9.6,442142.0,0.0,0
MD-505,baltimore county,2013,3.8077988461123526,6.8,155.64,526.93,2013,0.05,0.0,0.0,236800.0,658123.0,36090.0,0,0,1,0,0,11.166260639235007,5.637807330364574,5.528453308870434,253300.0,962.0,1260.0,0.4857153740667377,6.0,0.0,0.33,6.8,64795.0,9.6,442142.0,-0.3837763193298138,0
MD-505,baltimore county,2014,3.155751354952009,6.0,159.87,541.22,2014,0.06,0.0,0.0,246400.0,660540.0,13894.0,0,0,1,0,0,6.880914230432022,4.740454091967228,2.1404601384647943,253300.0,962.0,1260.0,0.4857153740667377,6.0,0.0,0.33,6.8,64795.0,9.6,442142.0,0.0,0
MD-505,baltimore county,2014,3.155751354952009,6.0,159.87,541.22,2014,0.06,0.0,0.0,246400.0,660540.0,34824.0,0,0,1,0,0,6.880914230432022,4.740454091967228,2.1404601384647943,248700.0,982.0,1256.0,0.4854780019847833,5.8,0.0,0.34,6.0,68257.0,9.7,441320.0,0.0,0
MD-505,baltimore county,2014,3.783268235080389,6.0,159.87,541.22,2014,0.06,0.0,0.0,246400.0,660540.0,13894.0,0,0,1,0,0,6.880914230432022,4.740454091967228,2.1404601384647943,248700.0,982.0,1256.0,0.4854780019847833,5.8,0.0,0.34,6.0,68257.0,9.7,441320.0,0.0,0
MD-505,baltimore county,2014,3.783268235080389,6.0,159.87,541.22,2014,0.06,0.0,0.0,246400.0,660540.0,34824.0,0,0,1,0,0,6.880914230432022,4.740454091967228,2.1404601384647943,248700.0,982.0,1256.0,0.4854780019847833,5.8,0.0,0.34,6.0,68257.0,9.7,441320.0,0.302693405649449,1
MD-505,baltimore county,2015,3.132547119542621,5.2,163.04,551.97,2015,0.06,0.0,0.0,250200.0,666231.0,14039.0,16,0,1,0,0,8.963721592823248,5.414328478886525,3.549393113936722,248700.0,982.0,1256.0,0.4854780019847833,5.8,0.0,0.34,6.0,68257.0,9.7,441320.0,0.0,0
MD-505,baltimore county,2015,3.132547119542621,5.2,163.04,551.97,2015,0.06,0.0,0.0,250200.0,666231.0,35201.0,16,0,1,0,0,8.963721592823248,5.414328478886525,3.549393113936722,246600.0,998.0,1253.0,0.4863473950583351,6.0,0.0,0.34,5.2,68775.0,9.2,444707.0,0.0,0
MD-505,baltimore county,2015,3.681155635207608,5.2,163.04,551.97,2015,0.06,0.0,0.0,250200.0,666231.0,14039.0,16,0,1,0,0,8.963721592823248,5.414328478886525,3.549393113936722,246600.0,998.0,1253.0,0.4863473950583351,6.0,0.0,0.34,5.2,68775.0,9.2,444707.0,0.0,0
MD-505,baltimore county,2015,3.681155635207608,5.2,163.04,551.97,2015,0.06,0.0,0.0,250200.0,666231.0,35201.0,16,0,1,0,0,8.963721592823248,5.414328478886525,3.549393113936722,246600.0,998.0,1253.0,0.4863473950583351,6.0,0.0,0.34,5.2,68775.0,9.2,444707.0,0.024286779193963826,1
MD-505,baltimore county,2016,3.1532308325316007,4.5,166.98,565.31,2016,0.06,0.0,0.0,256800.0,661068.0,14380.0,12,0,1,0,0,9.181421519904312,5.3909263970080366,3.790495122896275,246600.0,998.0,1253.0,0.4863473950583351,6.0,0.0,0.34,5.2,68775.0,9.2,444707.0,0.0,0
MD-505,baltimore county,2016,3.1532308325316007,4.5,166.98,565.31,2016,0.06,0.0,0.0,256800.0,661068.0,34856.0,12,0,1,0,0,9.181421519904312,5.3909263970080366,3.790495122896275,246900.0,1041.0,1269.0,0.464126693,6.3,0.0,0.34,4.5,72764.0,9.0,444683.0,0.0,0
MD-505,baltimore county,2016,3.638808715593554,4.5,166.98,565.31,2016,0.06,0.0,0.0,256800.0,661068.0,14380.0,12,0,1,0,0,9.181421519904312,5.3909263970080366,3.790495122896275,246900.0,1041.0,1269.0,0.464126693,6.3,0.0,0.34,4.5,72764.0,9.0,444683.0,0.0,0
MD-505,baltimore county,2016,3.638808715593554,4.5,166.98,565.31,2016,0.06,0.0,0.0,256800.0,661068.0,34856.0,12,0,1,0,0,9.181421519904312,5.3909263970080366,3.790495122896275,246900.0,1041.0,1269.0,0.464126693,6.3,0.0,0.34,4.5,72764.0,9.0,444683.0,-0.2032174430111715,0
MD-505,baltimore county,2017,3.1232733169027123,4.2,171.35,580.11,2017,0.06,0.29,0.28,259700.0,664207.0,14487.0,9,0,1,0,0,7.315596515421614,4.6728522898177465,2.6427442256038667,246900.0,1041.0,1269.0,0.464126693,6.3,0.0,0.34,4.5,72764.0,9.0,444683.0,0.0,0
MD-505,baltimore county,2017,3.1232733169027123,4.2,171.35,580.11,2017,0.06,0.29,0.28,259700.0,664207.0,35188.0,9,0,1,0,0,7.315596515421614,4.6728522898177465,2.6427442256038667,249600.0,1080.0,1294.0,0.4703125438506225,6.0,0.28,0.34,4.2,73805.0,8.1,456532.0,0.0,0
MD-505,baltimore county,2017,3.5719286306829043,4.2,171.35,580.11,2017,0.06,0.29,0.28,259700.0,664207.0,14487.0,9,0,1,0,0,7.315596515421614,4.6728522898177465,2.6427442256038667,249600.0,1080.0,1294.0,0.4703125438506225,6.0,0.28,0.34,4.2,73805.0,8.1,456532.0,0.0,0
MD-505,baltimore county,2017,3.5719286306829043,4.2,171.35,580.11,2017,0.06,0.29,0.28,259700.0,664207.0,35188.0,9,0,1,0,0,7.315596515421614,4.6728522898177465,2.6427442256038667,249600.0,1080.0,1294.0,0.4703125438506225,6.0,0.28,0.34,4.2,73805.0,8.1,456532.0,0.2507287110096552,1
MD-505,baltimore county,2018,3.085574993611098,3.9,176.22,596.59,2018,0.06,0.29,0.29,269900.0,661303.0,14464.0,15,0,1,0,0,9.1498266,5.697517355096561,3.4523092448254595,249600.0,1080.0,1294.0,0.4703125438506225,6.0,0.28,0.34,4.2,73805.0,8.1,456532.0,0.0,0
MD-505,baltimore county,2018,3.085574993611098,3.9,176.22,596.59,2018,0.06,0.29,0.29,269900.0,661303.0,34547.0,15,0,1,0,0,9.1498266,5.697517355096561,3.4523092448254595,255400.0,1116.0,1336.0,0.4749422029979864,6.7,0.29,0.34,3.9,76182.0,10.1,459164.0,0.0,0
MD-505,baltimore county,2018,3.4537874469040664,3.9,176.22,596.59,2018,0.06,0.29,0.29,269900.0,661303.0,14464.0,15,0,1,0,0,9.1498266,5.697517355096561,3.4523092448254595,255400.0,1116.0,1336.0,0.4749422029979864,6.7,0.29,0.34,3.9,76182.0,10.1,459164.0,0.0,0
MD-505,baltimore county,2018,3.4537874469040664,3.9,176.22,596.59,2018,0.06,0.29,0.29,269900.0,661303.0,34547.0,15,0,1,0,0,9.1498266,5.697517355096561,3.4523092448254595,255400.0,1116.0,1336.0,0.4749422029979864,6.7,0.29,0.34,3.9,76182.0,10.1,459164.0,-0.029099542402247436,0
MD-601,montgomery county,2013,1.3112371642076257,4.9,180.47,736.88,2013,0.14,0.0,0.0,447300.0,795432.0,8067.0,0,0,1,0,0,9.875309464067742,8.468766383030205,1.406543081037537,455800.0,1395.0,1871.0,0.4958182520996591,4.2,0.0,0.32,5.1,94965.0,6.4,540810.0,-0.12440891557227218,0
MD-601,montgomery county,2014,1.3018636683900802,4.3,187.52,765.69,2014,0.15,0.0,0.0,460900.0,806152.0,8198.0,0,0,1,0,0,8.646732922702478,7.724802925332405,0.9219299973700732,446300.0,1423.0,1860.0,0.4899424434818726,3.7,0.0,0.33,4.9,98326.0,6.9,543134.0,0.22309126109343258,1
MD-601,montgomery county,2015,1.2877533307881075,3.8,189.44,773.53,2015,0.15,0.0,0.0,474900.0,814597.0,8323.0,13,0,1,0,0,10.575743474766275,9.585469313,0.9902741617281148,448700.0,1451.0,1842.0,0.4935775569919492,3.9,0.0,0.33,4.3,97765.0,7.0,544271.0,-0.11138304547627431,0
MD-601,montgomery county,2016,1.2683003305787148,3.3,194.14,792.72,2016,0.15,0.0,0.0,475300.0,816447.0,8323.0,72,0,1,0,0,9.397784958370972,8.478124045013569,0.9196609133574042,454700.0,1463.0,1827.0,0.4919769220187569,3.9,0.0,0.34,3.8,98917.0,7.5,547229.0,-0.10154985891350454,0
MD-601,montgomery county,2017,1.2330225979852398,3.2,199.02,812.64,2017,0.15,0.25,0.25,477800.0,830074.0,8459.0,95,0,1,0,0,8.443441221748945,7.206203190374099,1.2372380313748452,460100.0,1485.0,1814.0,0.4904671981542789,3.9,0.0,0.34,3.3,99763.0,6.7,544649.0,-0.05482973192485885,0
MD-601,montgomery county,2018,1.2025549760999752,3.1,203.41,830.57,2018,0.15,0.25,0.25,489000.0,827405.0,8409.0,60,0,1,0,0,7.980489603037147,6.716912082556265,1.2635775204808817,467500.0,1538.0,1846.0,0.4912916413936524,4.0,0.25,0.34,3.2,103235.0,6.9,561370.0,-0.22838444791367551,0
MI-502,wayne county,2013,5.173240284900573,11.4,75.44,325.47,2013,0.03,0.0,0.0,78100.0,1383079.0,79189.0,0,0,1,0,0,2.1405158530547133,2.016591251035756,0.123924602018957,97100.0,614.0,893.0,0.5478711508687425,10.7,0.0,0.34,11.7,39486.0,26.2,773587.0,0.20711852440270362,1
MI-502,wayne county,2014,5.1769051279574665,9.6,82.92,357.72,2014,0.03,0.0,0.0,84900.0,1376981.0,79901.0,0,0,1,0,0,2.583856338,2.4591966020022618,0.1246597355853681,86800.0,618.0,872.0,0.544445196,10.0,0.0,0.35,11.4,40487.0,24.9,778327.0,-0.2674667747190944,0
MI-502,wayne county,2015,5.15572544,6.8,87.69,378.28,2015,0.03,0.0,0.0,92400.0,1371388.0,79375.0,13,0,1,0,0,1.8927606169376496,1.830236992954724,0.062523624,83200.0,622.0,855.0,0.536985506,8.9,0.0,0.36,9.6,41435.0,24.0,767640.0,-0.16342786137614662,0
MI-502,wayne county,2016,5.121641269039065,6.2,92.84,400.5,2016,0.03,0.0,0.0,105300.0,1365285.0,79020.0,8,0,1,0,0,1.5834307972145336,1.5205508738594438,0.062879923,83000.0,623.0,830.0,0.5275386845237613,7.7,0.0,0.37,6.8,41557.0,24.8,756308.0,-0.18609287142858222,0
MI-502,wayne county,2017,4.977811727047868,5.5,99.52,429.31,2017,0.03,0.34,0.33,114400.0,1374600.0,78808.0,5,0,1,0,0,1.288765613452432,1.2089305754509538,0.079835038,86000.0,632.0,825.0,0.5187744895347235,6.9,0.0,0.38,6.2,43464.0,22.7,778939.0,-0.06651913342369009,0
MI-502,wayne county,2018,4.867938341873512,5.2,106.25,458.38,2018,0.03,0.35,0.34,120700.0,1374093.0,77740.0,11,0,1,0,0,1.2030380416593258,1.1289172144480877,0.074120827,92400.0,647.0,835.0,0.5079003575516562,6.4,0.33,0.38,5.5,45135.0,22.7,800940.0,0.05486927383296858,1
MI-503,macomb county,2013,4.060924830155599,9.4,79.39,315.06,2013,0.03,0.0,0.0,117000.0,684450.0,17271.0,0,0,1,0,0,5.896329886,3.568215506177693,2.3281143794405272,134700.0,673.0,1001.0,0.4879132231404958,6.4,0.0,0.23,9.8,52185.0,12.4,412673.0,-0.32367204314205467,0
MI-503,macomb county,2014,4.076118535735038,7.9,87.84,348.58,2014,0.04,0.0,0.0,134900.0,688400.0,17530.0,0,0,1,0,0,3.987852744758822,3.4995442454005987,0.488308499358223,123100.0,688.0,976.0,0.4878855434969009,5.4,0.0,0.25,9.4,52851.0,13.3,421344.0,0.30478102557401887,1
MI-503,macomb county,2015,4.034926682166617,5.7,92.4,366.71,2015,0.04,0.0,0.0,149000.0,695056.0,17917.0,0,0,1,0,0,5.203274594144582,4.4054391563757465,0.7978354377688358,121300.0,708.0,961.0,0.4879092585505027,4.9,0.0,0.26,7.9,54792.0,12.2,420573.0,-0.1074271182664348,0
MI-503,macomb county,2016,4.005225702203734,5.2,97.44,386.7,2016,0.04,0.0,0.0,157700.0,698088.0,18369.0,21,0,1,0,0,4.644301798946676,4.079610016940753,0.5646917820059235,126000.0,714.0,934.0,0.4881761832163007,4.3,0.0,0.27,5.7,54640.0,11.7,420070.0,-0.12526252503725988,0
MI-503,macomb county,2017,3.978059749987174,4.4,104.65,415.31,2017,0.04,0.29,0.29,166500.0,701724.0,18938.0,19,0,1,0,0,4.062544828575527,3.328073447138144,0.7344713814373834,134800.0,736.0,938.0,0.4807273840635969,4.3,0.0,0.27,5.2,60143.0,10.8,435441.0,-0.24023868191415276,0
MI-503,macomb county,2018,3.877755610196836,4.1,111.51,442.54,2018,0.04,0.29,0.29,176100.0,707239.0,19222.0,10,0,1,0,0,3.086564413741385,2.766476252316352,0.3200881614250325,146700.0,761.0,953.0,0.4735348696702917,4.3,0.29,0.27,4.4,60380.0,11.3,447838.0,-0.017634707680269757,0
MI-504,oakland county,2013,3.1856327353749574,7.7,86.22,391.23,2013,0.06,0.0,0.0,172200.0,983792.0,18755.0,0,0,1,0,0,5.6672404273976165,4.952745932252931,0.7144944951446851,177600.0,768.0,1210.0,0.461465085,8.5,0.0,0.28,8.2,63345.0,10.5,617642.0,-0.34856629315235543,0
MI-504,oakland county,2014,3.136763493174024,6.4,96.36,437.21,2014,0.07,0.0,0.0,192800.0,991946.0,18210.0,0,0,1,0,0,3.691831439216459,3.085951006084655,0.6058804331318041,170500.0,777.0,1180.0,0.4602838977852508,7.8,0.0,0.28,7.7,67202.0,10.0,630193.0,0.05747958307607637,1
MI-504,oakland county,2015,3.0657968320599616,4.7,100.95,458.04,2015,0.07,0.0,0.0,217400.0,999577.0,17947.0,13,0,1,0,0,3.904036371129772,3.131278656,0.7727577146978517,170600.0,786.0,1154.0,0.4456364833994366,6.8,0.0,0.29,6.4,69293.0,9.9,629684.0,-0.09811669307170778,0
MI-504,oakland county,2016,2.987037422337525,4.1,106.43,482.92,2016,0.07,0.0,0.0,224400.0,1004507.0,17671.0,18,0,1,0,0,3.520985232762848,2.9100380234250025,0.6109472093378457,178900.0,795.0,1131.0,0.434102944,5.6,0.0,0.3,4.7,69998.0,9.3,630756.0,-0.06452402076413666,0
MI-504,oakland county,2017,2.8807808294435464,3.5,113.9,516.81,2017,0.07,0.29,0.29,243800.0,1012052.0,17629.0,14,0,1,0,0,3.2937971084938398,2.9180484092239114,0.3757486992699282,191500.0,824.0,1128.0,0.424125725,5.1,0.0,0.3,4.1,71920.0,8.5,652450.0,0.02952280504150462,1
