CoC Number,County,Year,HPI,SummerTemperature,Median_House_Values_5_year,Median_House_Values_1_year,Overall Homeless,Unsheltered Homeless,Median_Gross_Rent_5_year,Median_Gross_Rent_1_year,Overall Homeless - Multiple Races,Sheltered Total Homeless,Overall Homeless - Native Hawaiian or Other Pacific Islander,Median_Rent_1_year,Overall Homeless - Age 18 to 24,Median_Rent_5_year,SSDI Participation Rate (Percent),Estimate Total  85 years and over,Overall Homeless - American Indian or Alaska Native,Estimate Total Native Hawaiian and Other Pacific Islander alone,Estimate Total Some other race alone,JanuaryPrecipitation,Estimate Total Two or more races,Estimate Total Asian alone,Overall Homeless - Asian,Total Civilian Noninstitutionalized Population Estimate Population Age 16 and Over,Estimate Total  62 to 64 years,Estimate Total Black or African American alone,Estimate Total  60 and 61 years,CoC_Category_Largely Rural CoC,CoC_Category_Largely Suburban CoC,CoC_Category_Major City CoC,CoC_Category_Other Largely Urban CoC,total_homeless_per_10k,SSDI Participation Rate (Percent)_missing,Total Civilian Noninstitutionalized Population Estimate Population Age 16 and Over_missing
FL-606,collier county,2011,500.16,83.2,317200,242700.0,390,105,1213.0,1020.0,0,285,0,798.0,0,891,2.826930578893613,0.032486728,0,0.0,0.04,0.15,0.01,0.01,0,779747.0,0.041361151,0.07,0.028241511,False,True,False,False,13.68721553905068,1,1
FL-606,collier county,2012,512.04,82.6,280700,233500.0,455,105,1168.0,1037.0,0,350,0,903.0,0,885,2.826930578893613,0.040138136,0,0.0,0.02,0.18,0.01,0.01,0,779747.0,0.045543834,0.07,0.030707494,False,True,False,False,11.65933541788118,1,1
FL-606,collier county,2013,558.37,82.9,261300,260400.0,396,54,1119.0,1038.0,0,342,0,885.0,0,881,2.826930578893613,0.034165386,0,0.0,0.02,2.62,0.01,0.01,0,779747.0,0.042282757,0.07,0.025488603,False,True,False,False,10.35045315,1,1
FL-606,collier county,2014,635.11,82.7,258400,273100.0,361,35,1098.0,1090.0,0,326,0,931.0,27,889,2.826930578893613,0.032115076,0,0.0,0.04,0.8,0.01,0.01,0,779747.0,0.04250567,0.07,0.028766232,False,True,False,False,10.887057275996696,1,1
FL-606,collier county,2015,728.84,82.6,272800,315000.0,389,44,1104.0,1163.0,32,345,0,1028.0,32,918,2.826930578893613,0.035272386,1,0.0,0.01,8.77,0.01,0.01,4,779747.0,0.042663831,0.07,0.023114706,False,True,False,False,14.925945401165594,1,1
FL-606,collier county,2016,799.86,83.1,291900,357300.0,545,217,1129.0,1173.0,24,328,2,1128.0,66,975,2.826930578893613,0.041987095,4,0.0,0.02,1.94,0.01,0.01,0,779747.0,0.044922988,0.07,0.028471583,False,True,False,False,16.654151469641707,1,1
FL-606,collier county,2017,834.56,83.2,316200,358900.0,621,187,1172.0,1219.0,62,434,12,1152.0,123,1032,2.826930578893613,0.042780519,7,0.0,0.01,1.09,0.01,0.02,5,779747.0,0.037854001,0.07,0.027268826,False,True,False,False,17.252858743209824,1,1
FL-606,collier county,2018,883.93,82.9,340100,369700.0,653,213,1214.0,1225.0,34,440,7,1137.0,0,1097,2.826930578893613,0.048265731,8,0.0,0.02,4.95,0.01,0.01,3,779747.0,0.04466456,0.07,0.026101224,False,True,False,False,12.938358335368484,1,1
GA-500,dekalb county,2013,539.3900000000001,76.0,168900,154800.0,713,214,1130.0,1034.0,0,499,0,777.0,0,792,2.881387390731628,0.012546612,0,0.0,0.02,3.25,0.02,0.06,0,554941.0,0.030542238,0.53,0.022604929,False,True,False,False,11.091709466448616,0,0
GA-500,dekalb county,2014,539.3900000000001,76.8,163600,158800.0,801,281,1112.0,1054.0,0,520,0,792.0,82,795,2.9132753996199767,0.010274717,0,0.0,0.03,3.74,0.02,0.06,0,562597.0,0.029993312,0.54,0.023347979,False,True,False,False,9.307756055144372,0,0
GA-500,dekalb county,2015,539.3900000000001,78.9,163000,176800.0,684,197,1105.0,1126.0,22,487,1,849.0,47,806,2.846334623415427,0.012305561,2,0.0,0.02,5.13,0.02,0.06,1,572315.0,0.030655721,0.54,0.024515867,False,True,False,False,6.389120395071868,0,0
GA-500,dekalb county,2016,539.3900000000001,80.6,168100,200500.0,473,158,1110.0,1123.0,8,315,0,876.0,45,828,2.7993819659039616,0.011235667,2,0.0,0.01,7.31,0.02,0.06,2,576020.0,0.032249524,0.54,0.022469983,False,True,False,False,6.106845907019288,0,0
GA-500,dekalb county,2017,539.3900000000001,77.5,176000,199800.0,460,185,1132.0,1163.0,13,275,0,945.0,21,865,2.687890027479593,0.014345778,2,0.0,0.02,3.18,0.04,0.06,1,590984.0,0.029808046,0.53,0.024513676,False,True,False,False,4.242900082,0,0
GA-500,dekalb county,2018,539.3900000000001,78.5,192400,235100.0,321,143,1172.0,1203.0,3,178,0,989.0,12,914,2.633847171081151,0.01547535,0,0.0,0.01,6.38,0.03,0.06,0,592859.0,0.034512886,0.53,0.023639959,False,True,False,False,4.938778896795325,0,0
GA-500,fulton county,2013,479.03,75.9,238200,231800.0,428,130,1179.0,1116.0,0,298,0,812.0,0,802,2.5079127178838463,0.011919215,0,0.0,0.02,3.26,0.03,0.06,0,769963.0,0.028242607,0.44,0.020496946,False,True,False,False,4.787623241150675,0,0
GA-500,fulton county,2014,521.43,76.6,237600,248800.0,477,103,1173.0,1154.0,0,374,0,839.0,39,812,2.460408508565606,0.014651934,0,0.0,0.01,4.0,0.02,0.06,0,780155.0,0.030967993,0.44,0.019365284,False,True,False,False,4.680563884254504,0,0
GA-500,fulton county,2015,559.69,78.7,241300,274700.0,473,53,1158.0,1153.0,2,420,0,862.0,52,821,2.437325026317052,0.011689535,0,0.0,0.01,5.04,0.02,0.07,2,792262.0,0.027711313,0.44,0.022923878,False,True,False,False,4.719857407537701,0,0
GA-500,fulton county,2016,604.32,80.3,252700,288900.0,483,61,1173.0,1218.0,2,422,0,956.0,62,854,2.360129609628144,0.012740683,0,0.0,0.01,7.59,0.03,0.07,2,810125.0,0.025586904,0.44,0.022156946,False,True,False,False,2.8134581241243954,0,0
GA-500,fulton county,2017,641.89,77.4,268900,306200.0,293,90,1210.0,1267.0,5,203,0,1021.0,6,902,2.271226037077871,0.012034495,0,0.0,0.01,3.18,0.02,0.07,0,823564.0,0.029531708,0.44,0.025988479,False,True,False,False,2.114056188185282,0,0
GA-500,fulton county,2018,691.52,78.5,290400,333200.0,222,88,1262.0,1325.0,0,134,0,1067.0,15,962,2.182113001811363,0.012644341,0,0.0,0.02,6.5,0.02,0.07,0,837491.0,0.031331836,0.44,0.022554694,False,True,False,False,5.940201346508299,0,0
GA-503,clarke county,2010,516.05,80.5,161400,161400.0,496,227,1211.0,806.0,0,269,0,568.0,0,587,2.826930578893613,0.01049988,0,0.0,0.02,3.16,0.03,0.04,0,779747.0,0.020948332,0.26,0.018608359,False,False,False,True,34.684346877556585,1,1
GA-503,clarke county,2011,482.71,80.7,161100,157100.0,407,129,825.0,788.0,0,278,0,577.0,0,597,2.826930578893613,0.01187108,0,0.0,0.01,3.52,0.03,0.04,0,779747.0,0.024287565,0.25,0.012305699,False,False,False,True,30.01679610197396,1,1
GA-503,clarke county,2012,458.2,77.6,161100,153300.0,361,223,838.0,798.0,0,138,0,605.0,0,606,2.826930578893613,0.010776113,0,0.0,0.01,5.18,0.01,0.04,0,779747.0,0.022591589,0.27,0.016214059,False,False,False,True,17.56483733971055,1,1
GA-503,clarke county,2013,469.62,75.9,156600,141800.0,213,95,842.0,801.0,0,118,0,641.0,0,619,2.826930578893613,0.014299262,0,0.0,0.02,4.35,0.02,0.04,0,779747.0,0.021275718,0.26,0.018001897,False,False,False,True,20.42368817079826,1,1
GA-503,clarke county,2014,490.48,77.4,152700,150000.0,247,87,840.0,822.0,0,160,0,650.0,24,626,2.826930578893613,0.014867122,0,0.0,0.03,3.24,0.02,0.05,0,779747.0,0.021730143,0.28,0.020580793,False,False,False,True,18.238750080702435,1,1
GA-503,clarke county,2015,508.39,79.2,150300,153300.0,226,91,832.0,832.0,4,135,0,641.0,11,634,2.826930578893613,0.010103945,2,0.0,0.03,3.97,0.02,0.04,0,779747.0,0.027382336,0.27,0.015293111,False,False,False,True,17.96210316983008,1,1
GA-503,clarke county,2016,546.15,80.9,152300,170400.0,224,76,835.0,795.0,5,148,0,656.0,16,645,2.826930578893613,0.008050871,1,0.0,0.03,6.45,0.02,0.04,1,779747.0,0.025571941,0.28,0.018723889,False,False,False,True,18.80941887552729,1,1
GA-503,clarke county,2017,587.31,77.5,154600,167300.0,239,93,845.0,856.0,0,146,2,707.0,13,663,2.826930578893613,0.011797205,4,0.0,0.03,4.76,0.03,0.04,1,779747.0,0.020249638,0.27,0.023185167,False,False,False,True,16.649650514411373,1,1
GA-503,clarke county,2018,635.51,78.0,163700,191800.0,212,46,869.0,882.0,11,166,2,709.0,11,681,2.826930578893613,0.013704547,3,0.0,0.02,5.75,0.03,0.04,0,779747.0,0.028744208,0.28,0.015322391,False,False,False,True,18.46786824695514,1,1
GA-504,richmond county,2010,352.26,82.8,99300,95500.0,556,44,1211.0,786.0,0,512,0,547.0,0,533,2.826930578893613,0.014014577,0,0.0,0.01,2.1,0.03,0.02,0,779747.0,0.029889804,0.54,0.024452128,False,False,False,True,24.699702311434915,1,1
GA-504,richmond county,2011,330.07,83.0,101700,106100.0,497,5,790.0,800.0,0,492,0,595.0,0,550,2.826930578893613,0.012240516,0,0.0,0.01,1.74,0.03,0.02,0,779747.0,0.029192364,0.54,0.018075014,False,False,False,True,19.547157517510996,1,1
GA-504,richmond county,2012,315.81,79.3,102500,105900.0,396,5,798.0,789.0,0,391,0,582.0,0,567,2.826930578893613,0.012804375,0,0.0,0.01,1.0,0.03,0.02,0,779747.0,0.027775721,0.55,0.023861353,False,False,False,True,23.56400647515136,1,1
GA-504,richmond county,2013,317.62,78.3,100900,94800.0,476,146,803.0,781.0,0,330,0,611.0,0,582,2.826930578893613,0.013767122,0,0.0,0.01,2.78,0.03,0.02,0,779747.0,0.030756969,0.54,0.022653129,False,False,False,True,23.439672639148224,1,1
GA-504,richmond county,2014,319.32,79.8,100400,102400.0,472,146,814.0,769.0,0,326,0,585.0,35,596,2.826930578893613,0.016661038,0,0.0,0.01,2.36,0.02,0.02,0,779747.0,0.036286798,0.56,0.024601724,False,False,False,True,20.169183271966816,1,1
GA-504,richmond county,2015,330.07,81.3,101900,102200.0,407,129,809.0,820.0,16,278,1,611.0,22,602,2.826930578893613,0.009470101,2,0.0,0.02,2.0,0.02,0.02,1,779747.0,0.03367312,0.56,0.02364304,False,False,False,True,14.232792950056286,1,1
GA-504,richmond county,2016,332.0,82.6,100600,101600.0,287,21,804.0,800.0,9,266,0,646.0,15,613,2.826930578893613,0.013236002,2,0.0,0.01,10.04,0.01,0.02,5,779747.0,0.037218506,0.57,0.028014302,False,False,False,True,12.190287413280476,1,1
GA-504,richmond county,2017,355.21,80.2,100200,101800.0,246,47,816.0,814.0,9,199,1,673.0,5,629,2.826930578893613,0.013151635,1,0.0,0.01,2.57,0.03,0.02,0,779747.0,0.037705649,0.56,0.027160555,False,False,False,True,13.34629925479028,1,1
GA-504,richmond county,2018,371.72,80.8,104700,108500.0,269,47,843.0,830.0,10,222,2,678.0,13,655,2.826930578893613,0.013777945,1,0.0,0.01,4.48,0.03,0.02,1,779747.0,0.044519087,0.56,0.025923574,False,False,False,True,18.961277516072645,1,1
GA-506,cobb county,2010,334.99,80.5,211000,206700.0,470,126,1211.0,1199.0,0,344,0,759.0,0,771,2.826930578893613,0.006666058,0,0.0,0.06,2.72,0.02,0.05,0,779747.0,0.028295967,0.25,0.020230037,False,True,False,False,5.304256450764314,1,1
GA-506,cobb county,2011,311.65,80.2,210100,193300.0,370,49,1237.0,1162.0,0,321,0,746.0,0,786,2.826930578893613,0.009424373,0,0.0,0.04,4.32,0.02,0.04,0,779747.0,0.031081509,0.26,0.02116685,False,True,False,False,5.541090294328016,1,1
GA-506,cobb county,2012,294.43,77.8,203000,185700.0,392,49,1226.0,1146.0,0,343,0,805.0,0,798,2.826930578893613,0.011085008,0,0.0,0.04,7.28,0.02,0.05,0,779747.0,0.033452919,0.26,0.021157918,False,True,False,False,6.901936725275032,1,1
GA-506,cobb county,2013,312.77,75.8,196700,182700.0,495,144,1202.0,1098.0,0,351,0,809.0,0,803,2.826930578893613,0.009793778,0,0.0,0.04,2.83,0.02,0.05,0,779747.0,0.031581589,0.27,0.019763243,False,True,False,False,7.154768728598965,1,1
GA-506,cobb county,2014,350.98,76.5,194900,203600.0,523,144,1188.0,1133.0,0,379,0,840.0,17,814,2.826930578893613,0.010992078,0,0.0,0.06,4.49,0.02,0.05,0,779747.0,0.03181478,0.27,0.020975921,False,True,False,False,5.598016549,1,1
GA-506,cobb county,2015,373.03,78.3,197400,224300.0,415,91,1163.0,1157.0,14,324,1,866.0,18,830,2.826930578893613,0.010087221,1,0.0,0.06,4.66,0.03,0.05,1,779747.0,0.030306178,0.27,0.023295842,False,True,False,False,5.413352937245205,1,1
GA-506,cobb county,2016,403.43,80.1,205600,234100.0,405,91,1163.0,1165.0,4,314,6,938.0,22,861,2.826930578893613,0.011283833,2,0.0,0.05,7.08,0.03,0.05,1,779747.0,0.033568135,0.27,0.01939718,False,True,False,False,5.332422984198562,1,1
GA-506,cobb county,2017,434.45,77.0,219700,254300.0,403,118,1187.0,1211.0,25,285,0,985.0,12,897,2.826930578893613,0.013362814,2,0.0,0.04,2.53,0.03,0.05,7,779747.0,0.03299354,0.28,0.022656843,False,True,False,False,5.073560014,1,1
GA-506,cobb county,2018,471.2,78.0,237800,278700.0,384,118,1225.0,1272.0,13,266,1,1065.0,25,961,2.826930578893613,0.012357554,2,0.0,0.05,6.04,0.03,0.06,3,779747.0,0.032343945,0.28,0.022664544,False,True,False,False,5.933109778317444,1,1
IL-500,mchenry county,2010,400.66,72.6,249700,231700.0,212,1,1211.0,1564.0,0,211,0,881.0,0,870,2.826930578893613,0.010663277,0,0.0,0.06,0.84,0.01,0.03,0,779747.0,0.030557065,0.01,0.023613159,False,True,False,False,5.891035268527629,1,1
IL-500,mchenry county,2011,366.56,71.8,243500,215700.0,182,3,1640.0,1519.0,0,179,0,886.0,0,888,2.826930578893613,0.015585349,0,0.0,0.06,1.36,0.02,0.02,0,779747.0,0.034303952,0.01,0.019718784,False,True,False,False,6.360641905596391,1,1
IL-500,mchenry county,2012,337.98,72.9,233400,203100.0,196,3,1624.0,1486.0,0,193,0,867.0,0,890,2.826930578893613,0.009907673,0,0.0,0.02,3.76,0.02,0.03,0,779747.0,0.029528306,0.01,0.022038326,False,True,False,False,6.018041111353279,1,1
IL-500,mchenry county,2013,338.44,69.0,220500,196400.0,185,5,1561.0,1376.0,0,180,0,950.0,0,913,2.826930578893613,0.013942337,0,0.0,0.02,1.92,0.02,0.03,0,779747.0,0.033775849,0.01,0.026388297,False,True,False,False,5.402186258270064,1,1
IL-500,mchenry county,2014,361.48,68.7,213400,210900.0,166,5,1523.0,1393.0,0,161,0,908.0,15,904,2.826930578893613,0.011783926,0,0.0,0.02,1.08,0.02,0.02,0,779747.0,0.026669227,0.01,0.027033712,False,True,False,False,5.759037947830275,1,1
IL-500,mchenry county,2015,377.93,68.6,208200,205300.0,177,9,1457.0,1395.0,9,168,0,981.0,5,918,2.826930578893613,0.014443147,11,0.0,0.02,0.53,0.01,0.03,0,779747.0,0.031664948,0.02,0.02981685,False,True,False,False,5.016221287019062,1,1
IL-500,mchenry county,2016,388.96,72.3,208500,216700.0,154,4,1428.0,1389.0,0,150,0,1044.0,2,941,2.826930578893613,0.017941134,0,0.0,0.01,2.67,0.02,0.03,0,779747.0,0.040497844,0.01,0.026960561,False,True,False,False,5.014201512671372,1,1
IL-500,mchenry county,2017,408.27,69.6,212600,227900.0,155,5,1429.0,1397.0,5,150,0,1024.0,13,989,2.826930578893613,0.016598624,0,0.0,0.01,1.79,0.02,0.02,3,779747.0,0.037441528,0.01,0.030787197,False,True,False,False,5.800952782188807,1,1
IL-500,mchenry county,2018,426.98,71.0,219600,233200.0,179,5,1445.0,1404.0,2,174,0,1019.0,15,1012,2.826930578893613,0.016783874,1,0.0,0.01,2.29,0.02,0.03,0,779747.0,0.035726091,0.02,0.030631623,False,True,False,False,5.166128392911682,1,1
IL-502,lake county,2010,465.48,73.1,287300,268000.0,474,20,1211.0,1567.0,0,454,0,830.0,0,844,2.826930578893613,0.013897326,0,0.0,0.08,0.86,0.03,0.06,0,779747.0,0.029995913,0.07,0.021671994,False,True,False,False,6.570171985579605,1,1
IL-502,lake county,2011,434.62,71.8,280900,254200.0,464,3,1670.0,1591.0,0,461,0,894.0,0,866,2.826930578893613,0.016312151,0,0.0,0.04,1.51,0.02,0.07,0,779747.0,0.032964139,0.07,0.021680152,False,True,False,False,6.409160827209025,1,1
IL-502,lake county,2012,417.28,73.7,267700,237400.0,450,5,1645.0,1493.0,0,445,0,871.0,0,878,2.826930578893613,0.016037145,0,0.0,0.02,3.6,0.03,0.06,0,779747.0,0.030845155,0.07,0.024880362,False,True,False,False,7.069510212384018,1,1
IL-502,lake county,2013,421.5,69.2,254800,236600.0,497,5,1596.0,1415.0,0,492,0,895.0,0,897,2.826930578893613,0.01505507,0,0.0,0.03,1.9,0.03,0.07,0,779747.0,0.030565319,0.07,0.026360596,False,True,False,False,5.799888256431637,1,1
IL-502,lake county,2014,447.15,68.8,247300,247500.0,409,5,1554.0,1435.0,0,404,0,947.0,25,912,2.826930578893613,0.017055075,0,0.0,0.02,1.13,0.03,0.07,0,779747.0,0.030675595,0.07,0.023762525,False,True,False,False,5.483655580969158,1,1
IL-502,lake county,2015,461.18,68.3,245300,258100.0,386,5,1505.0,1466.0,28,381,0,958.0,34,927,2.826930578893613,0.016263443,1,0.0,0.03,0.64,0.03,0.07,1,779747.0,0.034785697,0.07,0.026940944,False,True,False,False,4.252916234618739,1,1
IL-502,lake county,2016,471.37,72.4,246700,264100.0,299,19,1478.0,1439.0,10,280,0,981.0,21,946,2.826930578893613,0.01728334,0,0.0,0.08,2.62,0.03,0.07,1,779747.0,0.033196927,0.07,0.028293983,False,True,False,False,3.240846031385036,1,1
IL-502,lake county,2017,479.82,69.8,251400,262600.0,228,27,1484.0,1462.0,7,201,0,1011.0,16,983,2.826930578893613,0.016750057,0,0.0,0.08,1.57,0.03,0.08,0,779747.0,0.038089891,0.07,0.02540937,False,True,False,False,3.952445093831332,1,1
IL-502,lake county,2018,485.63,71.4,259900,269300.0,277,24,1508.0,1483.0,9,253,0,1045.0,19,1016,2.826930578893613,0.018246884,1,0.0,0.08,2.11,0.03,0.08,1,779747.0,0.037105897,0.07,0.026980789,False,True,False,False,3.617908647806643,1,1
IL-503,champaign county,2010,238.66,75.9,145200,157300.0,534,4,1211.0,843.0,0,530,0,604.0,0,599,2.826930578893613,0.013336181,0,0.0,0.01,0.84,0.02,0.09,0,779747.0,0.022420678,0.13,0.023006775,False,False,False,True,11.453504226888464,1,1
IL-503,champaign county,2011,233.62,75.2,147800,149600.0,231,26,874.0,871.0,0,205,0,661.0,0,627,2.826930578893613,0.016634851,0,0.0,0.0,2.68,0.02,0.1,0,779747.0,0.02857922,0.13,0.018290899,False,False,False,True,10.281587595190777,1,1
IL-503,champaign county,2012,231.76,75.0,149000,145400.0,209,26,886.0,855.0,0,183,0,646.0,0,642,2.826930578893613,0.012534682,0,0.0,0.01,2.8,0.03,0.1,0,779747.0,0.022693284,0.12,0.024695488,False,False,False,True,10.444272000078088,1,1
IL-503,champaign county,2013,230.59,71.8,149500,147300.0,214,43,888.0,832.0,0,171,0,670.0,0,658,2.826930578893613,0.016920697,0,0.0,0.01,1.68,0.03,0.09,0,779747.0,0.028716867,0.12,0.021059362,False,False,False,True,9.897022685907125,1,1
IL-503,champaign county,2014,233.48,71.7,149200,145500.0,205,12,886.0,873.0,0,193,0,675.0,21,672,2.826930578893613,0.012426798,0,0.0,0.0,1.34,0.03,0.1,0,779747.0,0.031028373,0.13,0.019996814,False,False,False,True,7.804233437549375,1,1
IL-503,champaign county,2015,238.82,71.9,150200,157800.0,163,10,888.0,925.0,6,153,0,724.0,25,682,2.826930578893613,0.015201498,2,0.0,0.02,0.79,0.03,0.11,0,779747.0,0.027535059,0.13,0.023934578,False,False,False,True,9.020290856399848,1,1
IL-503,champaign county,2016,242.74,74.5,151400,161500.0,188,18,895.0,890.0,12,170,0,700.0,23,695,2.826930578893613,0.021154501,3,0.0,0.01,2.96,0.03,0.11,2,779747.0,0.031417481,0.13,0.023414372,False,False,False,True,7.640915190616956,1,1
IL-503,champaign county,2017,244.77,73.0,154800,169200.0,160,17,913.0,893.0,8,143,1,690.0,15,708,2.826930578893613,0.01439835,4,0.0,0.01,0.97,0.03,0.1,5,779747.0,0.028624779,0.14,0.030382189,False,False,False,True,8.953105728,1,1
IL-503,champaign county,2018,250.45,74.2,157800,167400.0,188,9,930.0,916.0,8,179,0,703.0,15,723,2.826930578893613,0.017439507,0,0.0,0.01,3.31,0.03,0.11,0,779747.0,0.036874414,0.13,0.021882724,False,False,False,True,7.201140736996218,1,1
IL-504,madison county,2010,405.32,78.9,122600,124700.0,202,41,1211.0,842.0,0,161,0,566.0,0,532,2.826930578893613,0.022245247,0,0.0,0.0,1.03,0.02,0.01,0,779747.0,0.031035648,0.08,0.022961997,False,True,False,False,9.535906787,1,1
IL-504,madison county,2011,397.43,78.9,124300,123500.0,256,49,853.0,830.0,0,207,0,567.0,0,552,2.826930578893613,0.017838851,0,0.0,0.01,2.47,0.02,0.01,0,779747.0,0.028417747,0.08,0.027561006,False,True,False,False,7.316627034936894,1,1
IL-504,madison county,2012,392.21,78.8,124900,127700.0,196,14,865.0,845.0,0,182,0,560.0,0,567,2.826930578893613,0.022718874,0,0.0,0.0,3.9,0.03,0.01,0,779747.0,0.026287596,0.07,0.024241927,False,True,False,False,7.521751333146224,1,1
IL-504,madison county,2013,390.58,75.0,124600,126300.0,201,28,864.0,836.0,0,173,0,621.0,0,583,2.826930578893613,0.021401441,0,0.0,0.0,1.84,0.02,0.01,0,779747.0,0.03400131,0.08,0.029297409,False,True,False,False,9.003601440576231,1,1
IL-504,madison county,2014,385.84,75.0,125100,128200.0,240,16,861.0,818.0,0,224,0,595.0,23,592,2.826930578893613,0.022190126,0,0.0,0.0,1.17,0.02,0.01,0,779747.0,0.036577131,0.08,0.023416867,False,True,False,False,6.310830963641349,1,1
IL-504,madison county,2015,395.2,75.9,126500,130300.0,168,24,847.0,839.0,14,144,0,621.0,12,599,2.826930578893613,0.022110447,0,0.0,0.0,0.81,0.02,0.01,0,779747.0,0.037988949,0.09,0.030137974,False,True,False,False,7.487987236556428,1,1
IL-504,madison county,2016,402.93,78.1,129200,137700.0,199,23,849.0,837.0,7,176,0,619.0,17,605,2.826930578893613,0.027212625,0,0.0,0.0,1.97,0.02,0.01,0,779747.0,0.04314059,0.09,0.028416723,False,True,False,False,6.630800066308001,1,1
IL-504,madison county,2017,412.89,75.7,130200,131600.0,176,21,859.0,859.0,9,155,0,608.0,14,616,2.826930578893613,0.024364423,2,0.0,0.01,1.22,0.02,0.01,0,779747.0,0.03565562,0.09,0.03551999,False,True,False,False,5.520662782035915,1,1
IL-504,madison county,2018,424.71,77.4,132300,136600.0,146,51,881.0,889.0,8,95,0,639.0,5,627,2.826930578893613,0.020384858,2,0.0,0.01,3.51,0.02,0.01,0,779747.0,0.038243824,0.09,0.029270857,False,True,False,False,3.840800711879103,1,1
IL-506,will county,2010,352.74,74.6,240500,227200.0,389,31,1211.0,1524.0,0,358,0,812.0,0,746,2.826930578893613,0.011710675,0,0.0,0.05,1.33,0.03,0.05,0,779747.0,0.026452158,0.11,0.019135196,False,True,False,False,5.179408549692243,1,1
IL-506,will county,2011,326.3,74.2,236300,216600.0,353,33,1625.0,1531.0,0,320,0,797.0,0,779,2.826930578893613,0.012932382,0,0.0,0.05,1.8,0.03,0.04,0,779747.0,0.030389776,0.11,0.019561438,False,True,False,False,4.2636238165147295,1,1
IL-506,will county,2012,311.2,74.7,228900,203200.0,291,9,1616.0,1480.0,0,282,0,841.0,0,809,2.826930578893613,0.012777685,0,0.0,0.07,3.03,0.02,0.05,0,779747.0,0.027562643,0.11,0.020676378,False,True,False,False,4.217747049407685,1,1
IL-506,will county,2013,315.07,71.1,219400,203000.0,288,7,1572.0,1393.0,0,281,0,830.0,0,831,2.826930578893613,0.012795297,0,0.0,0.07,2.36,0.02,0.05,0,779747.0,0.028743653,0.11,0.021605702,False,True,False,False,4.508191339895743,1,1
IL-506,will county,2014,330.35,70.7,212700,209400.0,309,15,1520.0,1415.0,0,294,0,880.0,18,855,2.826930578893613,0.012242147,0,0.0,0.08,1.47,0.03,0.05,0,779747.0,0.029314915,0.11,0.02222728,False,True,False,False,4.947159966417514,1,1
IL-506,will county,2015,341.49,70.3,209800,213700.0,340,26,1464.0,1383.0,6,314,0,956.0,24,863,2.826930578893613,0.013380613,0,0.0,0.07,0.9,0.03,0.05,0,779747.0,0.030720408,0.11,0.021275698,False,True,False,False,4.205769445520057,1,1
IL-506,will county,2016,353.48,73.7,210600,224600.0,290,48,1442.0,1406.0,4,242,0,946.0,16,885,2.826930578893613,0.011848668,0,0.0,0.07,2.81,0.03,0.06,0,779747.0,0.03312261,0.11,0.021627807,False,True,False,False,4.071255635873826,1,1
IL-506,will county,2017,367.72,71.3,216400,230300.0,282,31,1448.0,1429.0,5,251,0,984.0,17,917,2.826930578893613,0.01333264,1,0.0,0.08,1.15,0.03,0.06,4,779747.0,0.033332323,0.11,0.022967945,False,True,False,False,4.925539137091765,1,1
